22;ABC SIVI SABUN 2 LT;/veliogullari/data/products/56ABC SIVI SABUN 2 LT.jpeg;-;8690511003090;5.50;5.50;6.75;0;0;6;0;18.00;5;ABC%20SIVI%20SABUN%202%20LT
23;ABC SIVI SABUN 2 LT;/veliogullari/data/products/56ABC SIVI SABUN 2 LT.jpeg;-;8690511003113;5.50;5.50;6.75;0;0;6;0;18.00;5;ABC%20SIVI%20SABUN%202%20LT
24;ABC SIVI SABUN GÜL BUKETİ 2 LT;/veliogullari/data/products/56ABC SIVI SABUN GÜL BUKETİ 2 LT.jpeg;-;8690511003083;5.50;5.50;6.75;0;0;6;0;18.00;5;ABC%20SIVI%20SABUN%20G%C3%9CL%20BUKET%C4%B0%202%20LT
25;ABC TOZ;/veliogullari/data/products/56ABC TOZ.jpeg;-;8690511104865;3.75;3.75;4.50;0;0;6;0;18.00;5;ABC%20TOZ
26;ABC TOZ MATİK 2.5 KG;/veliogullari/data/products/56ABC TOZ MATİK 2.5 KG.jpeg;-;8690511170211;5.50;5.50;7.00;0;0;6;0;18.00;5;ABC%20TOZ%20MAT%C4%B0K%202.5%20KG
27;ABC TOZ MAVİ GÜÇ 600 GR;/veliogullari/data/products/56ABC TOZ MAVİ GÜÇ 600 GR.jpeg;-;8690511104841;3.50;3.50;5.50;0;0;6;3;18.00;5;ABC%20TOZ%20MAV%C4%B0%20G%C3%9C%C3%87%20600%20GR
28;ABC YUMUŞATICI 5 LT;/veliogullari/data/products/56ABC YUMUŞATICI 5 LT.jpeg;-;8690511001638;8.00;8.00;9.75;0;0;6;0;18.00;5;ABC%20YUMU%C5%9EATICI%205%20LT
29;ABC YUMUŞATICI 5 LT;/veliogullari/data/products/56ABC YUMUŞATICI 5 LT.jpeg;-;8690511001669;8.00;8.00;9.75;0;0;6;0;18.00;5;ABC%20YUMU%C5%9EATICI%205%20LT
30;ABC YUMUŞATICI 5 LT;/veliogullari/data/products/56ABC YUMUŞATICI 5 LT.jpeg;-;8690511001645;8.00;8.00;9.75;0;0;6;0;18.00;5;ABC%20YUMU%C5%9EATICI%205%20LT
31;ABC YUMUŞATICI 5 LT;/veliogullari/data/products/56ABC YUMUŞATICI 5 LT.jpeg;-;8690511001676;8.00;8.00;9.75;0;0;6;0;18.00;5;ABC%20YUMU%C5%9EATICI%205%20LT
32;ABC YUMUŞATICI 5 LT;/veliogullari/data/products/56ABC YUMUŞATICI 5 LT.jpeg;-;8690511001652;8.00;8.00;9.75;0;0;6;0;18.00;5;ABC%20YUMU%C5%9EATICI%205%20LT
33;ABC YUMUŞATICI KONSANTRE 1440 ML;/veliogullari/data/products/56ABC YUMUŞATICI KONSANTRE 1440 ML.jpeg;-;8690511125334;13.67;13.67;17.95;0;0;6;10;18.00;5;ABC%20YUMU%C5%9EATICI%20KONSANTRE%201440%20ML
34;ABC YÜZEY TEMİZLEYİCİ 2.5 LT;/veliogullari/data/products/56ABC YÜZEY TEMİZLEYİCİ 2.5 LT.jpeg;-;8690511184126;4.50;4.50;5.50;0;0;6;0;18.00;5;ABC%20Y%C3%9CZEY%20TEM%C4%B0ZLEY%C4%B0C%C4%B0%202.5%20LT
35;ABİDO ÇEREZ 300GR;/veliogullari/data/products/47ABİDO ÇEREZ 300GR.jpeg;-;8681750610453;5.09;5.50;7.50;0;0;7;-8;8.00;4;AB%C4%B0DO%20%C3%87EREZ%20300GR
36;ACAR SÜPER ZEYTİN;/veliogullari/data/products/69ACAR SÜPER ZEYTİN.jpeg;-;1056;14.85;15.00;17.95;0;0;9;-22;1.00;6;ACAR%20S%C3%9CPER%20ZEYT%C4%B0N
37;ACAR YASSI LASTİK ;/veliogullari/data/products/79ACAR YASSI LASTİK .jpeg;-;8681106860235;1.65;1.65;2.50;0;0;9;12;18.00;7;ACAR%20YASSI%20LAST%C4%B0K%20
38;ACCORD BULAŞIK ELDİVENİ;/veliogullari/data/products/511ACCORD BULAŞIK ELDİVENİ.jpeg;-;8692730501333;1.75;1.75;3.00;0;0;11;13;18.00;5;ACCORD%20BULA%C5%9EIK%20ELD%C4%B0VEN%C4%B0
39;ACCORD ENDÜSTRİYEL SÜNGER TEKLİ;/veliogullari/data/products/411ACCORD ENDÜSTRİYEL SÜNGER TEKLİ.jpeg;-;8692730501111;0.71;0.83;1.25;0;0;11;2;18.00;4;ACCORD%20END%C3%9CSTR%C4%B0YEL%20S%C3%9CNGER%20TEKL%C4%B0
40;ACE ÇAMAŞIR SUYU 1 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU 1 LT.jpeg;-;8001480021822;3.67;4.33;5.50;0;0;13;13;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%201%20LT
41;ACE ÇAMAŞIR SUYU 1 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU 1 LT.jpeg;-;8001480021884;3.44;4.06;5.50;0;0;13;36;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%201%20LT
42;ACE ÇAMAŞIR SUYU 2 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU 2 LT.jpeg;-;8001480021792;6.61;7.80;9.95;0;0;13;21;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%202%20LT
43;ACE ÇAMAŞIR SUYU 4 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU 4 LT.jpeg;-;8001480021839;11.75;11.75;14.95;0;0;13;1;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%204%20LT
44;ACE ÇAMAŞIR SUYU 4 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU 4 LT.jpeg;-;8001480021853;12.75;12.75;16.50;0;0;13;7;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%204%20LT
45;ACE ÇAMAŞIR SUYU 4 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU 4 LT.jpeg;-;8001480021860;12.50;12.50;15.95;0;0;13;0;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%204%20LT
46;ACE ÇAMAŞIR SUYU BAHAR 1000 ML;/veliogullari/data/products/413ACE ÇAMAŞIR SUYU BAHAR 1000 ML.jpeg;-;8001480021914;3.67;4.33;5.50;0;0;13;0;18.00;4;ACE%20%C3%87AMA%C5%9EIR%20SUYU%20BAHAR%201000%20ML
47;ACE ÇAMAŞIR SUYU BAHAR 4 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU BAHAR 4 LT.jpeg;-;8001480021877;9.00;9.00;14.95;0;0;13;0;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%20BAHAR%204%20LT
48;ACE ÇAMAŞIR SUYU BAHAR KOKULU 2 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU BAHAR KOKULU 2 LT.jpeg;-;8001480021808;8.50;8.50;9.95;0;0;13;24;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%20BAHAR%20KOKULU%202%20LT
49;ACE ÇAMAŞIR SUYU EXTRA HİJYEN 2 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU EXTRA HİJYEN 2 LT.jpeg;-;8001480021778;7.30;7.30;9.95;0;0;13;11;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%20EXTRA%20H%C4%B0JYEN%202%20LT
50;ACE ÇAMAŞIR SUYU LAVANTA KOKULU 2 LT;/veliogullari/data/products/513ACE ÇAMAŞIR SUYU LAVANTA KOKULU 2 LT.jpeg;-;8001480021785;7.30;7.30;9.95;0;0;13;-4;18.00;5;ACE%20%C3%87AMA%C5%9EIR%20SUYU%20LAVANTA%20KOKULU%202%20LT
51;ACE POWER JEL 750 ML;/veliogullari/data/products/513ACE POWER JEL 750 ML.jpeg;-;8001480023208;3.25;3.25;4.25;0;0;13;0;18.00;5;ACE%20POWER%20JEL%20750%20ML
52;ACE POWER JEL 750 ML;/veliogullari/data/products/513ACE POWER JEL 750 ML.jpeg;-;8001480023222;3.25;3.25;4.25;0;0;13;0;18.00;5;ACE%20POWER%20JEL%20750%20ML
53;ACE ULTRA KÖPÜK 2'Lİ;/veliogullari/data/products/513ACE ULTRA KÖPÜK 2'Lİ.jpeg;-;8001480025448;11.00;11.00;12.95;0;0;13;0;18.00;5;ACE%20ULTRA%20K%C3%96P%C3%9CK%202%27L%C4%B0
54;ACE ULTRA KÖPÜK SPREY 700 ML;/veliogullari/data/products/513ACE ULTRA KÖPÜK SPREY 700 ML.jpeg;-;8001480023185;11.80;11.80;14.50;0;0;13;11;18.00;5;ACE%20ULTRA%20K%C3%96P%C3%9CK%20SPREY%20700%20ML
55;ACE ULTRA KÖPÜK SPREY FERAHLIK 700 ML;/veliogullari/data/products/513ACE ULTRA KÖPÜK SPREY FERAHLIK 700 ML.jpeg;-;8001480023178;11.80;11.80;14.50;0;0;13;11;18.00;5;ACE%20ULTRA%20K%C3%96P%C3%9CK%20SPREY%20FERAHLIK%20700%20ML
56;ACE ULTRA POWER JEL 4 LT;/veliogullari/data/products/513ACE ULTRA POWER JEL 4 LT.jpeg;-;8001480023321;9.00;9.00;12.00;0;0;13;0;18.00;5;ACE%20ULTRA%20POWER%20JEL%204%20LT
57;ACE ULTRA YAĞ ÇÖZ POWER JEL;/veliogullari/data/products/513ACE ULTRA YAĞ ÇÖZ POWER JEL.jpeg;-;8001480023215;3.50;3.50;4.25;0;0;13;0;18.00;5;ACE%20ULTRA%20YA%C4%9E%20%C3%87%C3%96Z%20POWER%20JEL
58;ACIBADEM PAM ŞEKER;/veliogullari/data/products/414ACIBADEM PAM ŞEKER.jpeg;-;8697590701091;1.39;1.50;2.00;0;0;14;4;8.00;4;ACIBADEM%20PAM%20%C5%9EEKER
59;ACORD ASKILI KOKU GİDERİCİ 50 GR;/veliogullari/data/products/517ACORD ASKILI KOKU GİDERİCİ 50 GR.jpeg;-;8692730502743;1.52;1.79;2.50;0;0;17;0;18.00;5;ACORD%20ASKILI%20KOKU%20G%C4%B0DER%C4%B0C%C4%B0%2050%20GR
60;ACORD BULAŞIK SÜNGERİ OLUKLU;/veliogullari/data/products/517ACORD BULAŞIK SÜNGERİ OLUKLU.jpeg;-;8692730500015;0.67;0.67;1.00;0;0;17;51;18.00;5;ACORD%20BULA%C5%9EIK%20S%C3%9CNGER%C4%B0%20OLUKLU
61;ACORD ISLAK HAVLU 68 ADET;/veliogullari/data/products/217ACORD ISLAK HAVLU 68 ADET.jpeg;-;8692730502781;1.25;1.25;1.99;0;0;17;0;18.00;2;ACORD%20ISLAK%20HAVLU%2068%20ADET
62;ACORD KULAK ÇUBUĞU 180'Lİ;/veliogullari/data/products/517ACORD KULAK ÇUBUĞU 180'Lİ.jpeg;-;8692730504716;1.50;1.50;2.50;0;0;17;30;18.00;5;ACORD%20KULAK%20%C3%87UBU%C4%9EU%20180%27L%C4%B0
63;ACORD TEL;/veliogullari/data/products/517ACORD TEL.jpeg;-;8692730500688;0.50;0.50;1.00;0;0;17;-8;18.00;5;ACORD%20TEL
64;ACORD TEMİZLİK BEZİ;/veliogullari/data/products/517ACORD TEMİZLİK BEZİ.jpeg;-;8692730500039;2.36;2.36;3.50;0;0;17;31;18.00;5;ACORD%20TEM%C4%B0ZL%C4%B0K%20BEZ%C4%B0
65;ACORD TOP TEL;/veliogullari/data/products/517ACORD TOP TEL.jpeg;-;8692730500190;0.75;0.75;1.25;0;0;17;-45;18.00;5;ACORD%20TOP%20TEL
66;ACORD TOP TEL;/veliogullari/data/products/417ACORD TOP TEL.jpeg;-;8692730505287;2.70;2.92;5.00;0;0;17;3;8.00;4;ACORD%20TOP%20TEL
67;ACORT PAMUK ÇUBUKLU 100'LÜ;/veliogullari/data/products/518ACORT PAMUK ÇUBUKLU 100'LÜ.jpeg;-;8692730501364;0.75;0.75;1.25;0;0;18;-3;18.00;5;ACORT%20PAMUK%20%C3%87UBUKLU%20100%27L%C3%9C
68;ACTIVIA AVAKADO;/veliogullari/data/products/821ACTIVIA AVAKADO.jpeg;-;8696368202105;6.56;7.08;9.00;0;0;21;5;8.00;8;ACTIVIA%20AVAKADO
69;ACTIVIA KEFİR KETEN TOHUMU 20 ML;/veliogullari/data/products/421ACTIVIA KEFİR KETEN TOHUMU 20 ML.jpeg;-;8696368271279;3.00;3.24;4.95;0;0;21;-2;8.00;4;ACTIVIA%20KEF%C4%B0R%20KETEN%20TOHUMU%2020%20ML
70;ACTIVIA KEFİR SADE 200 ML;/veliogullari/data/products/421ACTIVIA KEFİR SADE 200 ML.jpeg;-;8696368202167;3.00;3.24;4.95;0;0;21;2;8.00;4;ACTIVIA%20KEF%C4%B0R%20SADE%20200%20ML
71;ACTIVIA SHOT LİMON MATCHA ZENCEFİL 80 GR;/veliogullari/data/products/821ACTIVIA SHOT LİMON MATCHA ZENCEFİL 80 GR.jpeg;-;8696368041681;1.88;2.03;2.50;0;0;21;-4;8.00;8;ACTIVIA%20SHOT%20L%C4%B0MON%20MATCHA%20ZENCEF%C4%B0L%2080%20GR
72;ACTIVIA SHOT SADE 80 GR;/veliogullari/data/products/821ACTIVIA SHOT SADE 80 GR.jpeg;-;8696368041674;1.88;2.03;2.50;0;0;21;0;8.00;8;ACTIVIA%20SHOT%20SADE%2080%20GR
73;ACTIVIA SOHT AHUDUDU HİBİSKUS 80 GR;/veliogullari/data/products/121ACTIVIA SOHT AHUDUDU HİBİSKUS 80 GR.jpeg;-;8696368041698;1.88;2.03;2.50;0;0;21;2;8.00;1;ACTIVIA%20SOHT%20AHUDUDU%20H%C4%B0B%C4%B0SKUS%2080%20GR
74;ACTİVEX ANTİBAKTERİYEL SIVI SABUN 1 LT;/veliogullari/data/products/423ACTİVEX ANTİBAKTERİYEL SIVI SABUN 1 LT.jpeg;-;8690506489359;11.81;12.75;15.95;0;0;23;14;8.00;4;ACT%C4%B0VEX%20ANT%C4%B0BAKTER%C4%B0YEL%20SIVI%20SABUN%201%20LT
75;ACTİVEX ANTİBAKTERİYEL SIVI SABUN 1 LT;/veliogullari/data/products/423ACTİVEX ANTİBAKTERİYEL SIVI SABUN 1 LT.jpeg;-;8690506508715;11.81;12.75;15.95;0;0;23;6;8.00;4;ACT%C4%B0VEX%20ANT%C4%B0BAKTER%C4%B0YEL%20SIVI%20SABUN%201%20LT
76;ACTİVEX ANTİBAKTERİYEL SIVI SABUN 1 LT;/veliogullari/data/products/423ACTİVEX ANTİBAKTERİYEL SIVI SABUN 1 LT.jpeg;-;8690506508708;10.81;12.75;15.95;0;0;23;0;18.00;4;ACT%C4%B0VEX%20ANT%C4%B0BAKTER%C4%B0YEL%20SIVI%20SABUN%201%20LT
77;ACTİVEX BAKTERİYEL AKTİF KOR.700ML;/veliogullari/data/products/523ACTİVEX BAKTERİYEL AKTİF KOR.700ML.jpeg;-;8690506430696;5.99;7.07;8.99;0;0;23;0;18.00;5;ACT%C4%B0VEX%20BAKTER%C4%B0YEL%20AKT%C4%B0F%20KOR.700ML
78;ACTİVEX SABUN 4'LÜ;/veliogullari/data/products/523ACTİVEX SABUN 4'LÜ.jpeg;-;8690506438708;10.50;10.50;12.50;0;0;23;0;18.00;5;ACT%C4%B0VEX%20SABUN%204%27L%C3%9C
79;ACTİVEX SIVI SABUN 1.5L;/veliogullari/data/products/423ACTİVEX SIVI SABUN 1.5L.jpeg;-;8690506482237;19.28;22.75;27.95;0;0;23;0;18.00;4;ACT%C4%B0VEX%20SIVI%20SABUN%201.5L
80;ACTİVEX SIVI SABUN 1500 ML+700 ML;/veliogullari/data/products/523ACTİVEX SIVI SABUN 1500 ML+700 ML.jpeg;-;8690506493318;22.00;22.00;24.99;0;0;23;0;18.00;5;ACT%C4%B0VEX%20SIVI%20SABUN%201500%20ML%2B700%20ML
81;ACTİVEX SIVI SABUN 1500 ML+700 ML;/veliogullari/data/products/523ACTİVEX SIVI SABUN 1500 ML+700 ML.jpeg;-;8690506477509;21.00;21.00;24.99;0;0;23;0;18.00;5;ACT%C4%B0VEX%20SIVI%20SABUN%201500%20ML%2B700%20ML
82;ACTİVEX SIVI SABUN 1500 ML+700 ML;/veliogullari/data/products/523ACTİVEX SIVI SABUN 1500 ML+700 ML.jpeg;-;8690506477493;21.00;21.00;24.99;0;0;23;0;18.00;5;ACT%C4%B0VEX%20SIVI%20SABUN%201500%20ML%2B700%20ML
83;ACTİVEX SIVI SABUN 2'Lİ;/veliogullari/data/products/523ACTİVEX SIVI SABUN 2'Lİ.jpeg;-;8690506477486;16.00;16.00;17.99;0;0;23;0;18.00;5;ACT%C4%B0VEX%20SIVI%20SABUN%202%27L%C4%B0
84;ACTİVEX SIVI SABUN 650 ML;/veliogullari/data/products/523ACTİVEX SIVI SABUN 650 ML.jpeg;-;8690506464486;5.50;5.50;8.99;0;0;23;0;18.00;5;ACT%C4%B0VEX%20SIVI%20SABUN%20650%20ML
85;ACTİVEX SIVI SABUN NEMLENDİRİCİLİ 1.5 LT+700 ML;/veliogullari/data/products/523ACTİVEX SIVI SABUN NEMLENDİRİCİLİ 1.5 LT+700 ML.jpeg;-;8690506489342;18.00;19.44;24.99;0;0;23;0;8.00;5;ACT%C4%B0VEX%20SIVI%20SABUN%20NEMLEND%C4%B0R%C4%B0C%C4%B0L%C4%B0%201.5%20LT%2B700%20ML
86;ACTİVİA AHUDUDU NAR ELMA;/veliogullari/data/products/424ACTİVİA AHUDUDU NAR ELMA.jpeg;-;8696368041735;2.60;2.81;3.50;0;0;24;-2;8.00;4;ACT%C4%B0V%C4%B0A%20AHUDUDU%20NAR%20ELMA
87;ACTİVİA HİNDİSTAN CEVİZİ KAVUN;/veliogullari/data/products/424ACTİVİA HİNDİSTAN CEVİZİ KAVUN.jpeg;-;8696368041759;2.60;2.81;3.50;0;0;24;2;8.00;4;ACT%C4%B0V%C4%B0A%20H%C4%B0ND%C4%B0STAN%20CEV%C4%B0Z%C4%B0%20KAVUN
88;AÇ BİTİR HİNDİ GÖĞÜS FÜME;/veliogullari/data/products/925AÇ BİTİR HİNDİ GÖĞÜS FÜME.jpeg;-;8690527200230;2.28;2.46;3.00;0;0;25;0;8.00;9;A%C3%87%20B%C4%B0T%C4%B0R%20H%C4%B0ND%C4%B0%20G%C3%96%C4%9E%C3%9CS%20F%C3%9CME
89;AÇ BİTİR JAMBON 50 GR;/veliogullari/data/products/925AÇ BİTİR JAMBON 50 GR.jpeg;-;8690527090244;2.75;2.75;3.50;0;0;25;0;8.00;9;A%C3%87%20B%C4%B0T%C4%B0R%20JAMBON%2050%20GR
90;AÇELYA ODA PARFÜMÜ 500 ML;/veliogullari/data/products/226AÇELYA ODA PARFÜMÜ 500 ML.jpeg;-;8697749300915;2.50;2.50;3.95;0;0;26;22;18.00;2;A%C3%87ELYA%20ODA%20PARF%C3%9CM%C3%9C%20500%20ML
91;ADALYA EL SABUNU 5'Lİ;/veliogullari/data/products/527ADALYA EL SABUNU 5'Lİ.jpeg;-;8690529952908;2.00;2.00;2.50;0;0;27;0;18.00;5;ADALYA%20EL%20SABUNU%205%27L%C4%B0
92;ADI LEZZET PARMAK KÖFTE 400 GR;/veliogullari/data/products/928ADI LEZZET PARMAK KÖFTE 400 GR.jpeg;-;8680002540944;5.50;5.94;7.50;0;0;28;-12;8.00;9;ADI%20LEZZET%20PARMAK%20K%C3%96FTE%20400%20GR
93;ADIDAS STAR DEO BODY 150 ML;/veliogullari/data/products/429ADIDAS STAR DEO BODY 150 ML.jpeg;-;6001567231375;8.47;10.00;12.50;0;0;29;0;18.00;4;ADIDAS%20STAR%20DEO%20BODY%20150%20ML
94;ADİ LEZZET KASAPKÖFTE 250 GR;/veliogullari/data/products/430ADİ LEZZET KASAPKÖFTE 250 GR.jpeg;-;8680002540012;12.00;12.96;16.00;0;0;30;-17;8.00;4;AD%C4%B0%20LEZZET%20KASAPK%C3%96FTE%20250%20GR
95;ADİDAS DEODORANT PURE GAME 150 ML;/veliogullari/data/products/231ADİDAS DEODORANT PURE GAME 150 ML.jpeg;-;3607345711775;8.47;10.00;12.50;0;0;31;13;18.00;2;AD%C4%B0DAS%20DEODORANT%20PURE%20GAME%20150%20ML
96;ADİDAS ICE DIVE DEODORANT 150 ML;/veliogullari/data/products/231ADİDAS ICE DIVE DEODORANT 150 ML.jpeg;-;6001567179813;8.47;10.00;12.50;0;0;31;2;18.00;2;AD%C4%B0DAS%20ICE%20DIVE%20DEODORANT%20150%20ML
97;AFSEM KOVA KAPAKSIZ  5 NO;/veliogullari/data/products/432AFSEM KOVA KAPAKSIZ  5 NO.jpeg;-;8694276100131;5.93;7.00;11.50;0;0;32;5;18.00;4;AFSEM%20KOVA%20KAPAKSIZ%20%205%20NO
98;AĞDA BEZİ;/veliogullari/data/products/234AĞDA BEZİ.jpeg;-;8698904850115;1.06;1.25;2.00;0;0;34;0;18.00;2;A%C4%9EDA%20BEZ%C4%B0
99;AĞDA BEZİ;/veliogullari/data/products/234AĞDA BEZİ.jpeg;-;8680885600308;1.16;1.37;2.00;0;0;34;-44;18.00;2;A%C4%9EDA%20BEZ%C4%B0
100;AĞDA BEZİ;/veliogullari/data/products/434AĞDA BEZİ.jpeg;-;8680908057089;1.16;1.25;2.00;0;0;34;51;8.00;4;A%C4%9EDA%20BEZ%C4%B0
101;AHİAO KIRMIZI PİLOT KALEM;/veliogullari/data/products/1035AHİAO KIRMIZI PİLOT KALEM.jpeg;-;8697433852331;1.50;1.77;2.50;0;0;35;6;18.00;10;AH%C4%B0AO%20KIRMIZI%20P%C4%B0LOT%20KALEM
102;AHSEN KARAMELLİ KURABİYE;/veliogullari/data/products/437AHSEN KARAMELLİ KURABİYE.jpeg;-;8681725058228;4.63;5.00;6.95;0;0;37;4;8.00;4;AHSEN%20KARAMELL%C4%B0%20KURAB%C4%B0YE
103;AHSEN KURABIYE 300 GR;/veliogullari/data/products/437AHSEN KURABIYE 300 GR.jpeg;-;8699394671044;4.63;5.00;6.95;0;0;37;1;8.00;4;AHSEN%20KURABIYE%20300%20GR
104;AHSEN KURABİYE E;/veliogullari/data/products/437AHSEN KURABİYE E.jpeg;-;8699394671051;5.00;5.40;6.50;0;0;37;-5;8.00;4;AHSEN%20KURAB%C4%B0YE%20E
